,name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
30373,Sandra Ward,8355 Smith Haven Apt. 962,Alicemouth,45625,093-186-4406x642,Press sub,6,372.52,0,1,Surburban,0,Multichannel,Discount,0.23656969719934665
56201,Haley Love,925 Stacey Village,South Stephanieville,48012,5744755294,Dance movement psychotherapist,7,59.96,1,0,Rural,0,Web,Buy One Get One,1.4837570536620277
22112,Ashley Hernandez,390 Justin Rest Suite 349,Millerside,56892,+1-613-369-5105x705,"Therapist, sports",12,45.94,1,0,Rural,0,Web,Discount,1.5716193200378914
44390,Benjamin Young,56860 Porter Locks Suite 214,West Isabel,46516,088.688.6396x9364,"Engineer, civil (consulting)",9,137.08,1,0,Rural,0,Phone,No Offer,1.1999931772801082
59420,Daniel Collins,557 Tracy Port,Chandlerview,33444,+1-802-716-0447x72011,"Civil engineer, consulting",3,214.0,0,1,Urban,1,Multichannel,Discount,1.2066851914063286
24343,Edward Carr,943 Kerr Way Apt. 390,New Taylorbury,15193,(430)686-4565x793,Oncologist,2,202.82,1,1,Urban,0,Multichannel,Buy One Get One,1.5590430464331826
27574,Melissa Taylor,7394 Smith Parks Apt. 233,Davidhaven,12837,441.773.9356,"Surveyor, land/geomatics",1,58.26,0,1,Rural,1,Web,Buy One Get One,1.5790356455115977
36283,John Arnold,809 Dean Spring,South Elizabethmouth,59132,818-875-0849,Cartographer,10,395.44,1,0,Urban,0,Multichannel,No Offer,1.1869827078192228
26427,Karen Johnson,713 Roberta Junctions,East April,45978,+1-463-185-0479x19441,"Scientist, forensic",10,59.32,1,0,Urban,1,Web,No Offer,1.0079499927352065
25360,Zachary Lindsey,6460 Garcia Locks,Taramouth,24186,+1-059-477-8734x36226,Market researcher,4,42.73,0,1,Surburban,0,Web,Buy One Get One,1.2973366181321162
38687,Matthew Ellis,1583 Hoffman Passage Apt. 541,West Kylefurt,4807,486.762.5430x0745,"Accountant, chartered management",5,153.51,1,0,Urban,1,Web,Discount,1.2070059019923869
17246,Denise Pruitt,992 Wilson Forge,North Robert,92172,435-362-2562x80641,English as a second language teacher,2,171.53,0,1,Surburban,0,Phone,Discount,2.2525502299042803
35180,Martin Silva,589 Nancy Plain Apt. 904,South Barbara,87783,(363)402-2914x5341,Community education officer,9,44.39,0,1,Surburban,0,Web,Discount,1.7681601463590493
54360,Mary Torres,9129 Smith Roads Suite 068,Whiteside,6378,+1-684-899-0710x801,"Civil engineer, contracting",5,113.19,0,1,Surburban,0,Web,Discount,0.5138424855646989
39175,Shirley Hawkins,8808 Katherine Squares Suite 113,Kimberlyhaven,4419,344-609-8530,Television/film/video producer,12,100.81,1,0,Surburban,1,Web,Discount,0.7497383303213112
23783,Emily Pena,7232 Ball Harbors Apt. 537,Lake John,35715,+1-473-905-3914x05120,Environmental education officer,2,29.99,1,0,Surburban,0,Web,Buy One Get One,1.3937538948041333
44228,Rachel Davis,2495 Jonathan Rest,North Kevin,8355,(883)018-9764x2456,Chartered accountant,10,55.73,0,1,Urban,0,Phone,Discount,1.8070794037295124
30116,Caitlin Alvarez,52570 Harper Island,Deborahstad,71065,001-160-189-7367x367,Television/film/video producer,3,73.46,0,1,Surburban,1,Phone,No Offer,0.9395013151639556
9943,Tammy Garcia,74106 Mendoza Well Apt. 017,Richardstad,46036,+1-028-022-3343,"Nurse, learning disability",2,29.99,1,0,Rural,1,Web,No Offer,1.5331995205915396
31907,Elizabeth Nguyen,087 Jessica Crescent,Ramirezhaven,45777,216.230.5660x70060,Diagnostic radiographer,11,523.36,0,1,Urban,1,Multichannel,Discount,0.9441150922692874
32254,Melissa Jones,290 Dawn Glen Suite 603,Andrewsland,44345,+1-074-652-5780x871,Town planner,4,214.08,0,1,Urban,0,Phone,No Offer,1.4241059320544034
42297,Tony Hanson,16262 Sheppard Springs,East Melissa,22178,(819)037-1032,Press sub,5,36.44,1,0,Urban,0,Web,Discount,1.6974932728309622
33944,Alicia Cabrera,211 Kathryn Mills Suite 560,Amyhaven,78473,5010196723,"Psychologist, prison and probation services",1,1218.66,0,1,Urban,1,Web,Discount,1.6165437058307823
39303,Stacey Perez DDS,07064 Jason Knolls Suite 737,Port William,49722,+1-052-582-9743x747,Occupational hygienist,1,252.24,1,0,Surburban,0,Multichannel,Buy One Get One,-0.010068830342840672
41575,Deborah Miller,889 Brewer Villages Apt. 860,New Stephenmouth,77583,527-397-6993,Historic buildings inspector/conservation officer,7,280.19,1,0,Surburban,1,Multichannel,Buy One Get One,0.65285322032911
59668,Benjamin Wallace,80347 Elizabeth Park Apt. 106,Kellyburgh,39252,388.928.7791x791,"Engineer, electronics",7,309.15,1,1,Surburban,0,Phone,No Offer,1.025680222799764
2836,Nicholas Olsen,597 Green Ridge,Carterfort,6515,001-922-496-5385x86350,Scientific laboratory technician,10,293.47,1,0,Urban,0,Phone,No Offer,1.1573379478063188
10328,Brandy Miller,837 Rebecca Well Suite 496,South Kyle,32646,001-994-579-5241x245,Theme park manager,9,29.99,1,0,Surburban,1,Phone,Discount,1.9541839578550009
171,Kayla Robles,48627 Roth Hills,West Jacobton,52985,079.394.6065,Media planner,11,54.11,1,0,Urban,1,Web,Buy One Get One,0.9627499181544174
58164,Stephen Burton,88070 Scott Keys Suite 039,Davidborough,34332,872-249-3235x50370,Sports development officer,3,279.05,1,0,Surburban,1,Multichannel,No Offer,1.2198587199180488
7809,Tiffany Tran,62876 Ramos Spur,West Carl,7349,+1-991-840-5707x17137,"Radiographer, therapeutic",1,221.14,1,0,Urban,0,Web,Discount,2.573974659847828
27825,Oscar Morris,362 Baker Loop,Port Amanda,43197,(920)563-5528x7272,Call centre manager,4,414.7,1,0,Surburban,0,Multichannel,Buy One Get One,0.8730838028653203
45947,Scott George,36610 Amber Isle,Lake Micheleside,56544,+1-679-660-1136x05554,Cartographer,7,215.21,0,1,Surburban,0,Web,No Offer,0.6807382622350802
55476,Jimmy Nelson,45869 Spencer Wall,New Keithview,39163,+1-644-116-4736x760,"Editor, film/video",3,29.99,1,0,Surburban,1,Web,No Offer,1.003882804378154
14573,Samantha Garrison,28227 Smith Inlet,Kristopherport,2314,001-998-247-4191,"Engineer, automotive",11,29.99,0,1,Surburban,0,Phone,Buy One Get One,1.4976181713205639
8040,Stephanie Cooper,742 Escobar Causeway,Loweberg,14414,2141410863,Interior and spatial designer,5,81.54,1,0,Urban,1,Web,No Offer,0.9139875874979256
49043,Whitney Perry,82664 Jared Hill Suite 182,East Sarahhaven,81942,823-141-8047x511,Conference centre manager,2,322.75,0,1,Urban,0,Web,Discount,1.0837249489811056
1303,Brenda Cook,64610 Villegas Hills,Sheritown,91462,001-739-796-2066x65777,Museum/gallery curator,3,46.55,0,1,Urban,0,Web,Buy One Get One,1.053422342590392
40978,Joseph Frey,989 Hutchinson Mission Apt. 317,West Scott,92825,041.941.6703,"Surveyor, land/geomatics",8,133.48,0,1,Surburban,1,Web,Buy One Get One,0.2550795699299555
44790,Nathaniel Whitehead,74683 Stephens Island,Port Andrew,44385,347-510-7857x86821,Health promotion specialist,3,74.69,0,1,Surburban,1,Web,Discount,0.3922218777725732
59165,Dr. Matthew Garcia,2023 Williams Passage,West Lisaside,67491,+1-304-106-2320x51459,"Engineer, mining",9,166.6,0,1,Urban,0,Phone,No Offer,1.91390688075796
7238,Cassie Jones,967 Wendy Glen,East Kathy,34865,732.238.0432,Land,10,29.99,0,1,Surburban,0,Phone,No Offer,1.1601429453614724
12436,Lisa Johnson,92894 David Crescent Suite 616,Amybury,58028,695-525-2823x2014,Charity officer,10,33.2,1,0,Rural,1,Web,No Offer,1.454188241261264
39710,Eric Johnson,8586 Cook Squares,Foxton,32668,001-947-592-5907x26930,Public librarian,1,519.9,0,1,Urban,1,Multichannel,No Offer,2.5163255411961423
29227,Wendy Howell,9326 Wood Estate Apt. 536,Kyleborough,18606,001-011-132-9161x92086,Medical secretary,9,157.99,1,0,Surburban,1,Phone,Discount,0.3424649654620211
47344,Tonya Rice,62957 Arthur Island,Johnsonborough,82598,+1-659-551-6937x3529,"Civil engineer, contracting",4,144.54,0,1,Surburban,1,Web,No Offer,0.5511786650078994
21899,Jason Hooper,03671 Robert Prairie,East Debrahaven,97820,926.747.0941x84253,Politician's assistant,9,29.99,1,0,Urban,1,Web,No Offer,0.8334752713052819
7696,Erik Rhodes,98138 Cherry Junction,South Mary,11676,(520)174-3963x89354,"Investment banker, operational",6,29.99,1,0,Rural,0,Phone,Buy One Get One,0.6183990107316699
42518,Teresa Davis,79547 Stanton Extensions Suite 111,West Josephtown,63204,124.735.2342,Materials engineer,4,114.99,0,1,Surburban,0,Web,Buy One Get One,1.4225505630702018
62847,Eugene Williamson,583 Newman Point Apt. 891,Curtisside,42911,(854)252-7246x24584,"Psychologist, educational",4,345.16,0,1,Rural,0,Web,Discount,1.0382005258631641
10755,Erika Rivera,1844 Garcia Prairie,Ashleyborough,83398,930-963-4547x082,Learning mentor,6,148.92,0,1,Urban,0,Phone,Buy One Get One,1.1911110370390798
31070,Christopher Robertson,75647 Thomas Lodge,New Jennifer,35886,8898337132,Company secretary,6,185.31,1,0,Urban,0,Phone,No Offer,1.0916056756686292
29684,Helen Cruz,3079 Davila Path,North Davidchester,91942,001-783-551-4385x97962,Astronomer,12,119.83,0,1,Surburban,0,Phone,No Offer,1.1128712828700908
48104,Kimberly Hayes,678 Jackson Plains Suite 648,East Kimberlyshire,66369,471.401.2425x05865,"Teacher, primary school",8,540.69,1,0,Urban,1,Phone,Buy One Get One,1.247527148162457
42356,Kimberly Rodriguez,258 Jennifer Pine,South Jamesport,59171,827.611.0747,Company secretary,3,56.67,0,1,Surburban,1,Phone,Discount,0.4163525509570208
1789,Kyle Johnson,2291 Gary Plain,Brownmouth,7129,+1-941-302-0894x3150,Insurance claims handler,10,119.42,0,1,Urban,1,Web,Discount,0.3923702647107808
24156,Stephen Jenkins,977 Logan Plaza,Gibsonmouth,6999,(166)961-7460x72950,Computer games developer,1,309.78,1,0,Urban,0,Phone,Discount,0.8663342124000502
12827,James Reilly,14611 Craig Courts Suite 887,South Michael,20358,(178)536-0428,"Nurse, children's",5,286.82,1,1,Rural,0,Web,Buy One Get One,1.927942973819749
22717,Billy Cooper,91060 Sharon Brooks,West Sarahburgh,79890,097.173.2884x401,Hydrographic surveyor,1,87.81,1,0,Surburban,0,Phone,Discount,0.938481037028002
42190,Trevor Moore,1280 Michael Plaza Apt. 448,Garciaton,72549,(797)654-8200,Field trials officer,6,29.99,0,1,Urban,1,Phone,No Offer,1.4379333749828234
48199,Jose Skinner,16508 Heath Ports Apt. 446,Webbside,86648,186.418.5741x055,Manufacturing systems engineer,3,267.72,0,1,Urban,0,Web,Discount,1.9621199206063145
460,Eric Padilla,16605 Jill Pine,Ortegaburgh,81753,001-674-437-8503x97906,Civil Service fast streamer,1,290.03,1,1,Urban,0,Web,No Offer,1.868861505131869
50645,Shannon Mack,242 Sarah Skyway,Grayshire,7068,489.018.2987x113,Legal secretary,2,232.58,1,0,Surburban,0,Web,No Offer,0.8288622978472818
53982,Katherine Horne,3984 Kenneth Expressway,Matthewtown,43995,+1-612-883-4461,Midwife,11,799.39,1,1,Surburban,1,Multichannel,Discount,0.985472088195692
36010,Stephanie Smith,532 Kathleen Ridges,Mosleyport,4019,+1-976-006-7902x93765,Biomedical engineer,3,526.79,1,0,Urban,1,Web,Discount,0.7568434442660624
6366,Katie Johnson,3661 Wilson Estates Apt. 688,Garciaburgh,8956,825-817-6852,Haematologist,11,100.01,0,1,Urban,0,Web,Discount,1.8101402520181
47870,Briana Brandt,2313 Andrew Heights,Patriciaville,1576,001-580-965-2606x01629,Printmaker,11,97.53,0,1,Surburban,1,Web,Buy One Get One,1.3690986982249769
51734,Robert Bradley,0175 Yates Street,Sanchezside,20883,629-547-2243,Field seismologist,5,269.84,0,1,Urban,0,Web,Buy One Get One,1.9425685132851644
2534,Bradley Gutierrez,9873 Spears Square,Wangmouth,7088,(339)279-1353x191,Land/geomatics surveyor,5,185.98,0,1,Surburban,1,Phone,Discount,0.76890299943338
342,Jason Martin,61009 Jonathan Mountain,Martinezside,97163,553-743-0716,"Conservation officer, historic buildings",3,29.99,1,0,Urban,0,Web,No Offer,2.4935334265487383
15870,Courtney Simpson,78850 Michael Spur,New Jill,16928,972.919.0322,Estate agent,9,139.93,1,0,Surburban,1,Web,No Offer,1.147436295402195
52887,Marcus Simmons,9568 Julie Lock,New Brenda,49222,143-191-1003x32942,Production manager,7,29.99,0,1,Surburban,1,Phone,No Offer,0.8378143103696435
21309,Cheryl Lynch,8454 Farrell Burgs,Garrisonhaven,52788,+1-869-816-1768x3620,Energy manager,4,322.5,0,1,Rural,0,Phone,No Offer,1.0026000229225345
37832,Joseph Spencer,4775 Vaughan Forest,Lake Jamesstad,59342,001-318-288-6760x287,Armed forces logistics/support/administrative officer,6,106.4,1,0,Surburban,0,Web,Discount,2.3186308881837823
7937,Zachary Phillips,1157 Derrick Island,Brendafurt,39544,(540)989-7044,Nutritional therapist,6,103.32,0,1,Rural,0,Phone,Discount,1.1483995956847528
58012,Rachel Kelly,70478 Strickland Center,New Christopherborough,38721,+1-868-209-2887x543,Immigration officer,5,29.99,1,0,Rural,1,Web,Discount,0.6261042314989671
991,Christine Morgan,793 Padilla Common,South Victorialand,37990,039-586-3376,Armed forces operational officer,9,406.22,1,0,Surburban,1,Web,No Offer,0.1861484775346831
19306,Anthony Marshall,37086 Darryl Prairie Apt. 260,West Lucaschester,84014,345-149-2034,Housing manager/officer,10,330.89,1,0,Surburban,0,Phone,Discount,0.7154238356263425
42293,Laura Johnson,21823 William Crescent,Natalietown,81386,615.778.1849,Mental health nurse,9,30.25,0,1,Rural,1,Phone,Buy One Get One,0.9896034976102558
35061,Chad Smith,63006 Fuller Wells Apt. 979,North Thomasmouth,84796,744-272-8398x215,Personal assistant,12,29.99,0,1,Surburban,1,Web,Discount,0.8083278864319635
9973,Ryan Pacheco,9180 Kenneth Mills,Brownfurt,98212,(464)443-5945x55916,Automotive engineer,9,84.89,1,0,Surburban,0,Web,No Offer,0.5559359826745313
19603,Shawn Webb,8767 Lopez Rest Suite 590,New Josephmouth,77790,+1-613-500-4044x41013,Administrator,4,58.56,0,1,Urban,0,Web,Buy One Get One,1.5661988532540063
63413,Todd Thompson,220 Cline Ramp,East Lisafurt,13632,001-854-786-0754x557,"Accountant, chartered management",2,292.04,0,1,Urban,0,Phone,Discount,1.1528283962467838
6334,Christina Williams,5863 Michael Stravenue Apt. 204,South Johnport,39673,+1-808-345-3097x4950,"Engineer, materials",2,166.36,1,0,Surburban,0,Phone,No Offer,0.7572225525756462
42593,Darryl Edwards,46754 Jones Forges Apt. 666,Shepardton,83610,0809442613,Comptroller,11,46.82,0,1,Surburban,1,Web,Discount,0.9773342263289444
5985,Nicholas Simon,787 Erickson Brook,East Ericside,69542,001-887-215-5436,Race relations officer,3,152.64,1,0,Urban,1,Phone,No Offer,0.9726229926978002
5836,Stephanie Price,1568 Nancy Spurs,North Nicholasside,89310,+1-024-879-0201x5574,"Buyer, retail",8,29.99,0,1,Rural,0,Phone,Buy One Get One,0.41945475317946257
17178,Dawn Watkins,44155 Robinson Plaza Suite 207,West Harold,69040,+1-023-929-3586x704,Commercial art gallery manager,6,348.66,0,1,Surburban,1,Phone,Buy One Get One,1.3335450389208237
42528,Jacqueline Carr,616 Anderson Fork,Fisherstad,2672,785-159-2449x4316,Cabin crew,4,35.54,1,0,Urban,1,Web,No Offer,1.1702606002196252
57690,Christopher Jones,72815 Daryl Club,Derekchester,66912,001-324-170-2035x8057,Advertising account planner,5,504.43,0,1,Surburban,1,Phone,Buy One Get One,1.2495109384362313
34083,Michael Mccall,2971 Huerta Knoll Suite 175,Sharpfurt,29105,091-785-2504,"Investment banker, operational",10,284.47,1,1,Urban,1,Multichannel,Discount,0.8898346294551599
43505,John Carney,72868 Alan Canyon Apt. 737,Evansland,96088,865-639-9049x028,Ranger/warden,1,375.98,0,1,Urban,0,Phone,Buy One Get One,0.5657687930323443
31086,David Cordova,84818 Jonathan Gardens Suite 604,Floresland,90524,479.802.6707x65831,Marketing executive,9,29.99,0,1,Surburban,1,Web,Discount,2.4748876476523503
45116,Susan Melton,5819 Garcia Prairie Apt. 924,Lake Rogerside,64397,001-363-154-3883x2934,"Pilot, airline",4,1307.99,1,1,Rural,1,Phone,Discount,1.2158561937819583
10649,Lori Tucker,0562 Walker Way Suite 943,Perkinston,52024,+1-366-698-2540x963,"Psychologist, clinical",11,29.99,0,1,Urban,1,Phone,No Offer,0.9673953751498132
9684,Carol Flores,58226 Juan Trace,Kylestad,38599,001-458-016-5565,"Scientist, marine",4,370.93,0,1,Urban,0,Phone,No Offer,1.0525309044396949
63747,Sarah Brown,81413 Stone Squares Suite 145,Lynnshire,26897,001-697-784-4370x3817,Air traffic controller,5,29.99,0,1,Rural,0,Phone,No Offer,0.7101780942021029
52439,David Peterson,58006 Wright Coves,Christineberg,90083,595.467.8853,Broadcast engineer,3,295.76,0,1,Urban,0,Web,Buy One Get One,0.5560253371557796
40687,James Faulkner,720 Kimberly Spring,Lindastad,807,001-663-020-0969x4728,"Designer, industrial/product",9,152.25,0,1,Urban,0,Web,Buy One Get One,1.0201391949564211
9731,Michael Johnson,994 Kirby Crescent,Mcintoshmouth,85345,2162779661,Waste management officer,3,548.87,1,0,Urban,1,Phone,Buy One Get One,1.793185450824141
49135,Madeline Lloyd,674 Michael Stream,Lake Kimberlyborough,46394,001-428-436-6931x635,"Scientist, product/process development",3,276.03,0,1,Surburban,1,Phone,Discount,1.0446481802774128
48190,Erin Dodson,443 Garcia Plains Apt. 050,North Kristenburgh,32121,920.592.2258x964,Estate agent,4,36.72,1,0,Rural,0,Phone,No Offer,1.8493309062501024
54026,Richard Silva,0048 Olivia Hills Apt. 044,New Michaelborough,40039,+1-609-803-6754x321,IT trainer,1,274.31,1,0,Surburban,1,Multichannel,Buy One Get One,0.588826173339547
58999,Michael Thomas,42811 Lisa Park,Lake Amymouth,6676,001-896-871-6261x6522,"Designer, exhibition/display",7,95.29,0,1,Rural,1,Web,Discount,1.1833810313523505
60379,Diana Santos,574 Scott Harbor,New Jennifer,98304,716.556.6181,Printmaker,7,302.22,0,1,Urban,0,Web,No Offer,0.5990473138197436
28391,Nicole Allen,114 Phillips Track,North David,23826,624-330-5625x77909,Child psychotherapist,5,401.16,0,1,Urban,0,Web,Buy One Get One,0.7997291373009939
32636,Janet West,8135 Jason Centers Apt. 692,Carrtown,66501,(611)298-2754x9649,Furniture conservator/restorer,4,1425.53,1,1,Surburban,1,Multichannel,Discount,1.0669612386857608
33041,Anthony Little,09440 Jeffrey Hollow,East Stephanie,49348,816.749.8284,"Teacher, secondary school",11,56.46,0,1,Rural,1,Phone,No Offer,0.946324687925996
14696,Pamela Walker,8653 Barber Park,Hoffmanbury,49693,369.473.3407,"Research officer, political party",10,164.22,1,0,Surburban,1,Phone,Buy One Get One,1.2545318015897378
62571,John Carr,799 Dixon Wall,Jerryville,96577,001-850-749-6800x36889,Politician's assistant,3,57.01,0,1,Urban,1,Web,Discount,1.085184860965879
53435,Heather Calhoun,1832 Scott Centers Apt. 638,Lake Christopher,8204,+1-880-209-8779,"Development worker, international aid",4,29.99,0,1,Surburban,0,Web,No Offer,1.158401198880912
24230,Stephanie Nguyen,91123 Meghan Street Suite 669,Pattersonport,17405,9985172854,Volunteer coordinator,1,66.88,1,0,Surburban,0,Web,Buy One Get One,1.2031634729227307
9615,Jennifer Larson,642 Allison Locks Apt. 060,East Jesse,19630,027.739.8288x967,Marketing executive,10,29.99,0,1,Urban,0,Web,No Offer,1.44969615259275
18076,Megan Tucker,6986 Catherine Spur,Waltersstad,66931,386.289.7664,Clinical biochemist,2,108.84,0,1,Surburban,0,Phone,No Offer,0.6659732368345321
2131,Jason Erickson,8077 Johnson Place Apt. 520,Sandovalburgh,85805,+1-774-191-2277x2265,Fashion designer,9,510.2,0,1,Surburban,1,Phone,Buy One Get One,0.9857066165941568
4543,Amanda Zamora,60756 Michael Rest Apt. 061,Tinaberg,43899,388.704.7955,Physiological scientist,10,29.99,0,1,Surburban,1,Phone,Discount,1.5584081918048582
4789,Angela Hartman,18750 Crystal Plaza,Fowlerbury,9832,001-892-852-7392x27286,Psychiatrist,2,659.99,1,1,Surburban,1,Multichannel,Discount,2.066888218192828
59921,Jessica Mendez,0870 Allen Spur Apt. 769,Foxmouth,48271,0345888083,Tour manager,4,225.68,0,1,Urban,0,Web,No Offer,1.0381486019460051
20556,Mary Mitchell,3242 Tamara Port,West Christianview,50038,+1-831-989-7354x398,"Horticulturist, commercial",11,341.43,0,1,Surburban,0,Web,Buy One Get One,0.8705218145622196
48422,Mary Ortiz,4810 Arnold River Suite 286,Smithmouth,96701,1750806022,Occupational therapist,9,115.27,1,0,Surburban,0,Web,Discount,0.8201716943234845
32531,Mr. Mark Mercer,632 Robert Ways Suite 692,Lake Davidport,54537,580.541.9565x8816,"Surveyor, building",8,112.16,0,1,Surburban,0,Phone,Buy One Get One,1.576610126810294
47711,Bethany Bell,859 Cobb Club,South Daniel,76772,(802)697-9296x803,Warden/ranger,3,37.3,0,1,Urban,0,Phone,Discount,2.316155168992644
34809,Carl Wilcox,7497 Stanley Circle Suite 331,Port Lori,90749,768-960-6652,English as a second language teacher,10,637.56,0,1,Surburban,1,Phone,No Offer,0.9786340301681512
36473,Jennifer Hahn,7899 Lopez Knolls,Powellburgh,78309,(105)348-5124,"Pharmacist, community",1,29.99,0,1,Urban,0,Phone,Discount,2.2239020885057306
44834,Harold Ward,931 Cole Fields,South Christinaport,59534,001-722-320-8601,"Restaurant manager, fast food",3,1486.76,1,1,Urban,1,Multichannel,Discount,1.4459077612046498
52768,Andrew Sanchez,7510 Joseph View Apt. 720,Millerberg,22503,001-701-433-1673x88747,Community pharmacist,4,46.11,1,0,Rural,0,Phone,No Offer,1.9691788115753444
40557,Katie White,74310 Foster Branch Suite 211,Claytonside,4590,001-875-098-2913x368,Hydrologist,7,132.65,0,1,Rural,0,Web,Discount,2.55465149936538
63694,Stacey Ayala,856 Buchanan Fort,Lake Shannonmouth,5951,001-292-653-6209x0220,Chief Financial Officer,10,37.84,1,0,Rural,0,Web,Buy One Get One,0.5709215758045071
36423,Cassandra Jones,8877 Mann Knoll,Jonesside,85768,(939)810-6411x0912,Herpetologist,6,485.21,1,0,Surburban,0,Web,No Offer,1.592804391783877
61130,Michael Walters,805 Reynolds Passage,North James,66491,+1-483-413-0674x26479,Market researcher,2,184.19,1,0,Rural,0,Web,Buy One Get One,1.1793575738423754
59346,Jeremy Rodriguez,89817 Antonio Square,Carrollfort,11732,+1-692-496-1199x7632,Seismic interpreter,6,162.43,1,0,Surburban,0,Phone,No Offer,2.2337201533075204
7942,Samantha Sandoval,122 Edward Inlet,North William,52632,(123)859-6014,Architectural technologist,6,305.68,0,1,Urban,0,Web,Buy One Get One,2.7529065834945925
60694,Donald Smith,5493 Cheryl Course Suite 335,Carriestad,71488,(350)884-9693,Chief of Staff,7,29.99,0,1,Rural,1,Phone,Discount,1.31480020970178
11175,Mrs. Debbie Russell DVM,30867 Robinson Forks,Kristinborough,1363,199-626-8828,Stage manager,10,37.08,1,0,Urban,1,Web,Buy One Get One,1.0729661672111477
15071,Walter Lee,56414 Michelle Wells,Waltermouth,96819,001-166-263-6145x3978,English as a foreign language teacher,1,62.27,0,1,Surburban,0,Phone,Buy One Get One,1.0097014591813458
51686,Carol Dunn,1908 Rebecca Mall,West Christopher,72707,(775)172-3388,"Education officer, museum",12,158.02,0,1,Rural,0,Phone,Buy One Get One,1.5540103015568278
56896,Lisa Davis,13674 Courtney Squares,New Jenniferhaven,59313,001-964-213-9131,Database administrator,8,85.6,0,1,Surburban,1,Phone,Discount,1.444765698859242
58288,Michael Davis,53226 Benjamin Islands,Watsonberg,71099,(780)428-6708,Radio producer,6,71.13,0,1,Urban,0,Web,No Offer,1.2136739127438232
46583,Joseph Simmons,302 Ashley Common Suite 520,North Christina,83931,026.011.8384x0726,"Teacher, adult education",12,29.99,1,0,Rural,0,Phone,Discount,1.3136439756018308
21000,Michael Morales,76381 James Track,Lisaland,95792,734.746.3381x859,Warehouse manager,12,268.38,0,1,Urban,1,Web,Discount,0.14816723001201504
35881,Rachel Williams,88909 Gary Glen,Port John,43132,862.399.2399x78914,Careers information officer,10,54.75,1,0,Urban,1,Phone,No Offer,1.4293681939853469
4915,Anthony Chandler,09611 Johnson Route Suite 802,North Timothy,6746,+1-066-510-0861,Building control surveyor,2,49.49,0,1,Urban,1,Web,Discount,1.9712636038366076
3895,Gabriella Morris,768 Lawson Passage,Jacobshaven,29402,9974141782,Planning and development surveyor,9,236.75,1,0,Urban,1,Multichannel,Buy One Get One,0.9928963471629542
21713,Dale Smith,0647 Frederick Green,Vernonhaven,40072,122.657.0391,Airline pilot,6,200.23,0,1,Rural,1,Web,No Offer,1.366286391244787
9843,Bethany Grimes,855 Tiffany Common,Mirandatown,93279,856.119.3851x105,Product designer,8,110.34,0,1,Surburban,1,Phone,No Offer,0.5499448515801812
1157,Victoria Martinez,7089 Jonathan Lodge Apt. 780,South Markton,37055,+1-736-565-1828x217,"Designer, graphic",1,230.03,0,1,Surburban,0,Phone,Discount,0.7377578818859949
29569,John Rogers,876 Bush Mission Apt. 224,Vincentfort,21977,002.668.1929,Accounting technician,6,48.43,0,1,Urban,0,Phone,Buy One Get One,2.1535366962370484
62069,Heather Gonzalez,2944 Eric Point,Hollyhaven,96237,039.947.7407,Toxicologist,2,1156.08,1,0,Urban,1,Multichannel,Discount,0.6486700169111503
61188,Amanda Byrd,635 Wright Mill Suite 085,South Vincent,63860,(543)261-6129x079,Economist,11,236.78,1,1,Urban,0,Web,No Offer,1.8769154456051615
46902,Connor Whitaker,003 Hernandez Hollow Suite 335,New Kevinmouth,46149,+1-779-766-0085x322,Secondary school teacher,6,135.77,0,1,Surburban,0,Web,No Offer,0.7840101878835182
8039,Tyler Nguyen,56194 Matthews Islands Suite 685,Port Christopherview,90058,423.322.6035x232,Software engineer,5,323.49,0,1,Surburban,0,Web,Discount,1.637718041599654
29696,Paul Norman,53368 Vincent Mount Apt. 408,East Johnview,92012,001-275-806-9724x84736,Nature conservation officer,4,531.66,1,0,Surburban,1,Web,Discount,1.2541145345545548
26289,Randall Griffin,911 Garcia Rapids,South Steven,39872,(228)911-1226,Secretary/administrator,1,32.1,0,1,Surburban,0,Web,No Offer,0.7663840854321421
30206,Christopher Crawford,333 Hernandez Crescent Suite 860,West Edwardtown,80421,+1-516-032-6340x955,Product designer,7,89.89,0,1,Rural,1,Phone,No Offer,0.4688625087104601
45290,Corey Cobb,12644 Paula Fall Suite 719,East Sarah,23899,9575309706,"Investment banker, corporate",1,64.06,0,1,Urban,0,Phone,Buy One Get One,1.1740135499456783
46578,Dustin Williams II,787 Sharon Key Apt. 610,Kirstenland,57103,963.427.8933,Animal technologist,11,136.66,1,0,Surburban,1,Web,Buy One Get One,2.119237602732505
42007,Lisa Irwin,2890 Angela Pike Apt. 657,West Valerieside,52267,(790)697-7279x446,Paramedic,6,46.75,0,1,Surburban,0,Web,Discount,1.2898633592071873
32115,Julie Santana,773 Kaiser Plains Apt. 734,North Nicholasmouth,45164,(466)093-5878x3414,Retail manager,1,300.96,1,0,Urban,1,Phone,Discount,1.0219359677095832
13363,Erica Reese,87891 William Tunnel Apt. 315,Amandabury,12762,254-414-0769,Television/film/video producer,1,59.06,0,1,Urban,0,Phone,Buy One Get One,1.3356176207844537
45712,Michelle Riley,048 Candice Heights Suite 681,East Lindastad,98612,(325)146-3515,Medical laboratory scientific officer,7,554.79,1,0,Surburban,1,Multichannel,Discount,0.4855035504621523
